species_guess,image_url
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/200645076/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/200645127/medium.jpg
Ring-necked Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/200648105/medium.jpg
Bufflehead,https://inaturalist-open-data.s3.amazonaws.com/photos/200650719/medium.jpg
bruant à couronne blanche,https://inaturalist-open-data.s3.amazonaws.com/photos/200706413/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/200770231/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/200854393/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/200925151/medium.jpg
Canada Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/201101069/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/201107461/medium.jpg
Mountain Chickadee,https://inaturalist-open-data.s3.amazonaws.com/photos/201107565/medium.jpg
Canada Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/201106829/medium.jpg
bruant de Lincoln,https://inaturalist-open-data.s3.amazonaws.com/photos/201126065/medium.jpg
bruant de Lincoln,https://inaturalist-open-data.s3.amazonaws.com/photos/201126576/medium.jpg
bruant familier,https://inaturalist-open-data.s3.amazonaws.com/photos/201127739/medium.jpg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/201130298/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/201428696/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/201606956/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/201752478/medium.jpg
Mountain White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/201752581/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/201752829/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/201871443/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/201916855/medium.jpg
Chipping Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/201983515/medium.jpeg
Cinnamon Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/201984365/medium.jpeg
Sandhill Crane,https://inaturalist-open-data.s3.amazonaws.com/photos/201985055/medium.jpeg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/202123981/medium.jpg
Western Toad,https://static.inaturalist.org/photos/202221933/medium.jpg
Wood Frog,https://static.inaturalist.org/photos/202208669/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/202222776/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/202226798/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/202460022/medium.jpg
American Robin,https://static.inaturalist.org/photos/202231788/medium.jpg
Oncorhynchus lewisi,https://static.inaturalist.org/photos/202317516/medium.jpg
Águila Pescadora,https://inaturalist-open-data.s3.amazonaws.com/photos/202333964/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/202334114/medium.jpg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/202334289/medium.jpg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/202334410/medium.jpg
Varied Thrush,https://inaturalist-open-data.s3.amazonaws.com/photos/202334891/medium.jpg
American Redstart,https://inaturalist-open-data.s3.amazonaws.com/photos/202335379/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/202335549/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/202361841/medium.jpg
Rufous Hummingbird,https://inaturalist-open-data.s3.amazonaws.com/photos/202362008/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/202362478/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/202364197/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/202364935/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/202365062/medium.jpg
Mallard,https://inaturalist-open-data.s3.amazonaws.com/photos/202365575/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/202428772/medium.jpg
Wandering Garter Snake,https://static.inaturalist.org/photos/202489036/medium.jpg
Wandering Garter Snake,https://inaturalist-open-data.s3.amazonaws.com/photos/202473734/medium.jpg
Brown Bear,https://static.inaturalist.org/photos/202489088/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/202492213/medium.jpg
Western Terrestrial Garter Snake,https://static.inaturalist.org/photos/202508868/medium.jpg
Wandering Garter Snake,https://inaturalist-open-data.s3.amazonaws.com/photos/202523359/medium.jpg
Birds,https://static.inaturalist.org/photos/202596266/medium.jpeg
Northern Shoveler,https://static.inaturalist.org/photos/202597079/medium.jpeg
Northern Shoveler,https://static.inaturalist.org/photos/202597626/medium.jpeg
Richardson's Ground Squirrel,https://static.inaturalist.org/photos/202598096/medium.jpeg
Richardson's Ground Squirrel,https://static.inaturalist.org/photos/202598384/medium.jpeg
American Crow,https://static.inaturalist.org/photos/202598673/medium.jpeg
Richardson's Ground Squirrel,https://static.inaturalist.org/photos/202598974/medium.jpeg
Moineau domestique,https://static.inaturalist.org/photos/202599208/medium.jpeg
Mallard,https://static.inaturalist.org/photos/202599428/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/202605930/medium.jpeg
Wandering Garter Snake,https://inaturalist-open-data.s3.amazonaws.com/photos/202607213/medium.jpg
Common Merganser,https://inaturalist-open-data.s3.amazonaws.com/photos/202607708/medium.jpg
Canids,https://inaturalist-open-data.s3.amazonaws.com/photos/202620750/medium.jpg
Brown Bear,https://static.inaturalist.org/photos/202625472/medium.jpg
Yellow-headed Blackbird,https://inaturalist-open-data.s3.amazonaws.com/photos/202685062/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/202766116/medium.jpeg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/202912483/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/202948370/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/202948504/medium.jpeg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/202960266/medium.jpeg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/202961764/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/203094525/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/203006341/medium.jpeg
Cliff Swallow,https://static.inaturalist.org/photos/203006546/medium.jpeg
Pine Siskin,https://static.inaturalist.org/photos/203006781/medium.jpeg
Steller's Jay,https://static.inaturalist.org/photos/203378848/medium.jpg
Hammond's Flycatcher,https://static.inaturalist.org/photos/203093525/medium.jpeg
American Red Squirrel,https://static.inaturalist.org/photos/203094019/medium.jpeg
Steller's Jay,https://static.inaturalist.org/photos/203095029/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203095622/medium.jpeg
Varied Thrush,https://static.inaturalist.org/photos/203096785/medium.jpeg
North American Porcupine,https://inaturalist-open-data.s3.amazonaws.com/photos/203109140/medium.jpg
Grizzly Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/203351523/medium.jpg
Grizzly Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/203357426/medium.jpg
American Beaver,https://static.inaturalist.org/photos/203398531/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203398856/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203399441/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203399829/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203400256/medium.jpeg
Vacher à tête brune,https://static.inaturalist.org/photos/203401461/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203401908/medium.jpeg
Black-billed Magpie,https://static.inaturalist.org/photos/203402266/medium.jpeg
American Robin,https://static.inaturalist.org/photos/203402618/medium.jpeg
Cranes,https://static.inaturalist.org/photos/203402960/medium.jpeg
Cliff Swallow,https://static.inaturalist.org/photos/203403747/medium.jpeg
Cliff Swallow,https://static.inaturalist.org/photos/203403974/medium.jpeg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/203554540/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/203544341/medium.jpg
Canada Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/203555445/medium.jpg
Western Toad,https://inaturalist-open-data.s3.amazonaws.com/photos/203563093/medium.jpg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/203565228/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/203574234/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203583228/medium.jpg
hirondelle à front blanc,https://static.inaturalist.org/photos/203583429/medium.jpeg
Common Raven,https://static.inaturalist.org/photos/203583743/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203584401/medium.jpeg
Bighorn Sheep,https://static.inaturalist.org/photos/203585014/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/203584966/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203585403/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203585972/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203586638/medium.jpeg
Violet-green Swallow,https://static.inaturalist.org/photos/203587366/medium.jpeg
Swallows and Martins,https://static.inaturalist.org/photos/203588142/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203588447/medium.jpeg
Coyote,https://static.inaturalist.org/photos/203588631/medium.jpg
Violet-green Swallow,https://static.inaturalist.org/photos/203588905/medium.jpeg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/203589258/medium.jpeg
Violet-green Swallow,https://static.inaturalist.org/photos/203589744/medium.jpeg
Dark-eyed Junco,https://static.inaturalist.org/photos/203590693/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/203591084/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203591541/medium.jpeg
White-crowned Sparrow,https://static.inaturalist.org/photos/203591916/medium.jpeg
American Black Bear,https://static.inaturalist.org/photos/203592801/medium.jpeg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/203593181/medium.jpeg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/203593292/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/203593652/medium.jpeg
American Red Squirrel,https://static.inaturalist.org/photos/203593965/medium.jpeg
Common Raven,https://static.inaturalist.org/photos/203594293/medium.jpeg
Ring-billed Gull,https://static.inaturalist.org/photos/203594808/medium.jpeg
Mule Deer,https://static.inaturalist.org/photos/203595138/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203595405/medium.jpeg
Mule Deer,https://static.inaturalist.org/photos/203595600/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203595850/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203596124/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203596391/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203596703/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203596884/medium.jpeg
Birds,https://static.inaturalist.org/photos/203597304/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203597555/medium.jpeg
Wapiti,https://static.inaturalist.org/photos/203597921/medium.jpeg
Common Loon,https://static.inaturalist.org/photos/203598544/medium.jpeg
Osprey,https://static.inaturalist.org/photos/203599532/medium.jpeg
"Hawks, Eagles, Kites, and Allies",https://static.inaturalist.org/photos/203600396/medium.jpeg
Swainson's Hawk,https://static.inaturalist.org/photos/203600969/medium.jpeg
Clark's Nutcracker,https://static.inaturalist.org/photos/203601274/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/203627892/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/203636488/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/203648589/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/203726368/medium.jpg
Mallard,https://inaturalist-open-data.s3.amazonaws.com/photos/203728960/medium.jpg
Grizzly Bear,https://static.inaturalist.org/photos/203934673/medium.jpg
American Red Squirrel,https://static.inaturalist.org/photos/203940938/medium.jpg
Wapiti,https://static.inaturalist.org/photos/203941183/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/203957126/medium.jpg
Wood Frog,https://inaturalist-open-data.s3.amazonaws.com/photos/203960740/medium.jpg
Boreal Toad,https://inaturalist-open-data.s3.amazonaws.com/photos/203984032/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/203990337/medium.jpg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/204037645/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/204037695/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/204107786/medium.jpeg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/204108060/medium.jpeg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/204121840/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/204184746/medium.jpg
Carouge à épaulettes,https://static.inaturalist.org/photos/204185700/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/204197576/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/205854829/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/204267660/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/204306858/medium.jpeg
White-crowned Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/204309742/medium.jpg
Mountain Goat,https://inaturalist-open-data.s3.amazonaws.com/photos/204378812/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/204389516/medium.jpg
Canada Goose,https://static.inaturalist.org/photos/204542617/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/204614626/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/204636920/medium.jpeg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/204638883/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/204689796/medium.jpg
Steller's Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/204732159/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/204754960/medium.jpg
Barn Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/204806533/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/204807351/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/204808685/medium.jpeg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/204941573/medium.jpg
Western Chipmunks,https://inaturalist-open-data.s3.amazonaws.com/photos/204942716/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/204942979/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205272313/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/205045482/medium.jpeg
Steller's Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/205255235/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/205284986/medium.jpg
Mule Deer,https://static.inaturalist.org/photos/205306773/medium.jpeg
Steller's Jay,https://static.inaturalist.org/photos/205346382/medium.jpg
Steller's Jay,https://static.inaturalist.org/photos/205346601/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/205439225/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205460436/medium.jpg
American Coot,https://inaturalist-open-data.s3.amazonaws.com/photos/205464045/medium.jpeg
Red-winged Blackbird,https://inaturalist-open-data.s3.amazonaws.com/photos/205464706/medium.jpeg
Blue-winged Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/205465111/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205483297/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/205509766/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205533105/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/205520544/medium.jpg
pie d'Amérique,https://inaturalist-open-data.s3.amazonaws.com/photos/205535973/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205572302/medium.jpeg
Placental Mammals,https://inaturalist-open-data.s3.amazonaws.com/photos/205604633/medium.jpg
Steller's Jay,https://static.inaturalist.org/photos/205667464/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/205667623/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/205667899/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205866907/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/205951760/medium.jpeg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/205953504/medium.jpg
Grizzly Bear,https://static.inaturalist.org/photos/205956641/medium.jpeg
Red Fox,https://static.inaturalist.org/photos/206145185/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/206153498/medium.jpg
Wapiti,https://static.inaturalist.org/photos/206678859/medium.jpeg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/206400332/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/206610916/medium.jpg
tétras du Canada,https://inaturalist-open-data.s3.amazonaws.com/photos/206783567/medium.jpeg
Spruce Grouse,https://inaturalist-open-data.s3.amazonaws.com/photos/206788857/medium.jpeg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/207148369/medium.jpg
Pileated Woodpecker,https://inaturalist-open-data.s3.amazonaws.com/photos/207148735/medium.jpg
Violet-green Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/207193917/medium.jpg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/207268428/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/207340775/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/207421671/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/207422761/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/207436967/medium.jpg
Yellow-rumped Warbler,https://inaturalist-open-data.s3.amazonaws.com/photos/207601095/medium.jpg
Steller's Jay,https://static.inaturalist.org/photos/207522452/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/207567728/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/207568046/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/207568890/medium.jpg
American Robin,https://inaturalist-open-data.s3.amazonaws.com/photos/207607970/medium.jpeg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/207608963/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/207609829/medium.jpeg
Common Loon,https://inaturalist-open-data.s3.amazonaws.com/photos/207666204/medium.jpg
Great Blue Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/207727922/medium.jpeg
Mountain Goat,https://inaturalist-open-data.s3.amazonaws.com/photos/207821005/medium.jpeg
Great Blue Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/207835338/medium.jpeg
Американская куница,https://static.inaturalist.org/photos/207839488/medium.jpg
Rufous Hummingbird,https://inaturalist-open-data.s3.amazonaws.com/photos/207843306/medium.jpeg
White-winged Crossbill,https://static.inaturalist.org/photos/207857683/medium.jpeg
American Robin,https://static.inaturalist.org/photos/207857755/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/207879921/medium.jpeg
American Three-toed Woodpecker,https://inaturalist-open-data.s3.amazonaws.com/photos/207890495/medium.jpg
American Marten,https://inaturalist-open-data.s3.amazonaws.com/photos/207896958/medium.jpg
Willow Flycatcher,https://static.inaturalist.org/photos/207945393/medium.jpeg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/208061496/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/209042489/medium.jpg
Black-billed Magpie,https://static.inaturalist.org/photos/208068073/medium.jpg
Wapiti,https://static.inaturalist.org/photos/208118893/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/208149850/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/208152768/medium.jpg
Grizzly Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/208152897/medium.jpg
North American Porcupine,https://static.inaturalist.org/photos/208205026/medium.jpg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/208343166/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/208523069/medium.jpg
Clark's Nutcracker,https://inaturalist-open-data.s3.amazonaws.com/photos/208628859/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/208787483/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/208875703/medium.jpg
American Pika,https://static.inaturalist.org/photos/208875794/medium.jpg
Brown Bear,https://static.inaturalist.org/photos/209006523/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/209042581/medium.jpg
Brown-headed Cowbird,https://inaturalist-open-data.s3.amazonaws.com/photos/209476376/medium.jpeg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/209201721/medium.jpg
House Sparrow,https://static.inaturalist.org/photos/209756278/medium.jpeg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/209302980/medium.jpg
American Black Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/209357690/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/209463454/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/209464370/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/209466087/medium.jpg
American Black Bear,https://static.inaturalist.org/photos/209797724/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/209525458/medium.jpeg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/209599775/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/209599892/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/209599962/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/209700607/medium.jpg
Black-billed Magpie,https://inaturalist-open-data.s3.amazonaws.com/photos/209701962/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/209701991/medium.jpg
Long-tailed Ground Squirrels,https://inaturalist-open-data.s3.amazonaws.com/photos/209734602/medium.jpg
Eastern Kingbird,https://inaturalist-open-data.s3.amazonaws.com/photos/209733255/medium.jpg
Empidonax Flycatchers,https://inaturalist-open-data.s3.amazonaws.com/photos/209733458/medium.jpg
Mule Deer,https://inaturalist-open-data.s3.amazonaws.com/photos/209733640/medium.jpeg
Violet-green Swallow,https://inaturalist-open-data.s3.amazonaws.com/photos/209733982/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/209734059/medium.jpeg
American Robin,https://inaturalist-open-data.s3.amazonaws.com/photos/209734323/medium.jpg
Empidonax Flycatchers,https://inaturalist-open-data.s3.amazonaws.com/photos/209734742/medium.jpg
Western Tanager,https://inaturalist-open-data.s3.amazonaws.com/photos/209734948/medium.jpg
Canada Jay,https://inaturalist-open-data.s3.amazonaws.com/photos/209735122/medium.jpeg
Rocky Mountain Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/209889076/medium.jpg
Empidonax Flycatchers,https://inaturalist-open-data.s3.amazonaws.com/photos/209914239/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/209988700/medium.jpg
Bighorn Sheep,https://static.inaturalist.org/photos/210045878/medium.jpg
Common Loon,https://static.inaturalist.org/photos/210045950/medium.jpg
,https://static.inaturalist.org/photos/210046193/medium.jpg
Pine Grosbeak,https://static.inaturalist.org/photos/210046296/medium.jpg
North American Porcupine,https://static.inaturalist.org/photos/210046550/medium.jpg
White-crowned Sparrow,https://static.inaturalist.org/photos/210067412/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/210067878/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/210068979/medium.jpg
Harlequin Duck,https://static.inaturalist.org/photos/210069292/medium.jpg
Merle d'Amérique,https://static.inaturalist.org/photos/210069579/medium.jpg
Brown Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/210208327/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/210221960/medium.jpg
Vacher à tête brune,https://static.inaturalist.org/photos/210229204/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/210336181/medium.jpg
Wapiti,https://inaturalist-open-data.s3.amazonaws.com/photos/210441989/medium.jpg
Brown Bear,https://inaturalist-open-data.s3.amazonaws.com/photos/210443200/medium.jpg
Common Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/210479562/medium.jpg
Columbian Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/210479686/medium.jpg
,https://inaturalist-open-data.s3.amazonaws.com/photos/210481584/medium.jpg
American Red Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/210482225/medium.jpg
House Sparrow,https://inaturalist-open-data.s3.amazonaws.com/photos/210524951/medium.jpg
Bighorn Sheep,https://inaturalist-open-data.s3.amazonaws.com/photos/210592445/medium.jpeg
Hares and Jackrabbits,https://inaturalist-open-data.s3.amazonaws.com/photos/210621394/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/210675899/medium.jpg
Hoary Marmot,https://inaturalist-open-data.s3.amazonaws.com/photos/210682605/medium.jpg
Golden-mantled Ground Squirrel,https://inaturalist-open-data.s3.amazonaws.com/photos/210683351/medium.jpg
North American River Otter,https://static.inaturalist.org/photos/210703340/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/210706535/medium.jpg
pie d'Amérique,https://inaturalist-open-data.s3.amazonaws.com/photos/210712891/medium.jpg
,https://static.inaturalist.org/photos/211690762/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/210973370/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/210978490/medium.jpg
Clark's Nutcracker,https://static.inaturalist.org/photos/210978813/medium.jpg
Golden-mantled Ground Squirrel,https://static.inaturalist.org/photos/210979091/medium.jpg
Least Chipmunk,https://static.inaturalist.org/photos/210979746/medium.jpg
Steller's Jay,https://static.inaturalist.org/photos/210980605/medium.jpg
Columbian Ground Squirrel,https://static.inaturalist.org/photos/210985572/medium.jpg
Pitymys,https://inaturalist-open-data.s3.amazonaws.com/photos/211029257/medium.jpg
